train_loss,epoch,step,val_loss,val_acc,train_acc,accuracy
0.6806640625,0,9,,,,
0.74462890625,0,19,,,,
0.689453125,0,29,,,,
0.6748046875,0,39,,,,
0.67529296875,0,49,,,,
0.65380859375,0,59,,,,
0.6240234375,0,69,,,,
0.6708984375,0,79,,,,
0.67919921875,0,89,,,,
0.59619140625,0,99,,,,
0.6376953125,0,109,,,,
0.58203125,0,119,,,,
0.6298828125,0,129,,,,
,0,136,0.5218499898910522,0.8123999834060669,,
,0,136,,,0.6092285513877869,
0.48486328125,1,139,,,,
0.4482421875,1,149,,,,
0.63671875,1,159,,,,
0.4140625,1,169,,,,
0.44384765625,1,179,,,,
0.3759765625,1,189,,,,
0.521484375,1,199,,,,
0.2315673828125,1,209,,,,
0.269775390625,1,219,,,,
0.5341796875,1,229,,,,
0.23681640625,1,239,,,,
0.40625,1,249,,,,
0.303955078125,1,259,,,,
0.2156982421875,1,269,,,,
,1,273,0.22027187049388885,0.9056000113487244,,
,1,273,,,0.8375428318977356,
0.1641845703125,2,279,,,,
0.2130126953125,2,289,,,,
0.2454833984375,2,299,,,,
0.321044921875,2,309,,,,
0.1136474609375,2,319,,,,
0.2451171875,2,329,,,,
0.263427734375,2,339,,,,
0.1719970703125,2,349,,,,
0.192626953125,2,359,,,,
0.1954345703125,2,369,,,,
0.154052734375,2,379,,,,
0.2861328125,2,389,,,,
0.182373046875,2,399,,,,
0.1676025390625,2,409,,,,
,2,410,0.2152562439441681,0.9085999727249146,,
,2,410,,,0.9024571180343628,
0.2509765625,3,419,,,,
0.18505859375,3,429,,,,
0.272216796875,3,439,,,,
0.2227783203125,3,449,,,,
0.2314453125,3,459,,,,
0.0648193359375,3,469,,,,
0.142333984375,3,479,,,,
0.1201171875,3,489,,,,
0.193603515625,3,499,,,,
0.205322265625,3,509,,,,
0.2276611328125,3,519,,,,
0.1900634765625,3,529,,,,
0.138671875,3,539,,,,
,3,547,0.19834375381469727,0.9124000072479248,,
,3,547,,,0.9256571531295776,
0.26123046875,4,549,,,,
0.2301025390625,4,559,,,,
0.25341796875,4,569,,,,
0.37060546875,4,579,,,,
0.0994873046875,4,589,,,,
0.358154296875,4,599,,,,
0.087646484375,4,609,,,,
0.08575439453125,4,619,,,,
0.279541015625,4,629,,,,
0.15087890625,4,639,,,,
0.16064453125,4,649,,,,
0.10125732421875,4,659,,,,
0.1634521484375,4,669,,,,
0.1654052734375,4,679,,,,
,4,684,0.18313750624656677,0.9175999760627747,,
,4,684,,,0.9366571307182312,
0.057861328125,5,689,,,,
0.11602783203125,5,699,,,,
0.1395263671875,5,709,,,,
0.1402587890625,5,719,,,,
0.1839599609375,5,729,,,,
0.1451416015625,5,739,,,,
0.1873779296875,5,749,,,,
0.04925537109375,5,759,,,,
0.2296142578125,5,769,,,,
0.098388671875,5,779,,,,
0.11553955078125,5,789,,,,
0.055267333984375,5,799,,,,
0.285888671875,5,809,,,,
0.137451171875,5,819,,,,
,5,821,0.2120453119277954,0.9175999760627747,,
,5,821,,,0.9509999752044678,
0.148681640625,6,829,,,,
0.3046875,6,839,,,,
0.039215087890625,6,849,,,,
0.07086181640625,6,859,,,,
0.1561279296875,6,869,,,,
0.06597900390625,6,879,,,,
0.10052490234375,6,889,,,,
0.2454833984375,6,899,,,,
0.0675048828125,6,909,,,,
0.09735107421875,6,919,,,,
0.0806884765625,6,929,,,,
0.08233642578125,6,939,,,,
0.08154296875,6,949,,,,
,6,958,0.19378437101840973,0.9225999712944031,,
,6,958,,,0.9599999785423279,
0.0838623046875,7,959,,,,
0.10693359375,7,969,,,,
0.052032470703125,7,979,,,,
0.050201416015625,7,989,,,,
0.045928955078125,7,999,,,,
0.08984375,7,1009,,,,
0.044281005859375,7,1019,,,,
0.09368896484375,7,1029,,,,
0.0777587890625,7,1039,,,,
0.0462646484375,7,1049,,,,
0.157470703125,7,1059,,,,
0.051025390625,7,1069,,,,
0.06402587890625,7,1079,,,,
0.038177490234375,7,1089,,,,
,7,1095,0.19774062931537628,0.9233999848365784,,
,7,1095,,,0.9683428406715393,
0.02557373046875,8,1099,,,,
0.190185546875,8,1109,,,,
0.06500244140625,8,1119,,,,
0.04180908203125,8,1129,,,,
0.020477294921875,8,1139,,,,
0.04559326171875,8,1149,,,,
0.0330810546875,8,1159,,,,
0.1290283203125,8,1169,,,,
0.092529296875,8,1179,,,,
0.02557373046875,8,1189,,,,
0.07012939453125,8,1199,,,,
0.05755615234375,8,1209,,,,
0.062408447265625,8,1219,,,,
0.0865478515625,8,1229,,,,
,8,1232,0.22511719167232513,0.9197999835014343,,
,8,1232,,,0.9755714535713196,
0.037811279296875,9,1239,,,,
0.277099609375,9,1249,,,,
0.0276947021484375,9,1259,,,,
0.0147705078125,9,1269,,,,
0.2457275390625,9,1279,,,,
0.03521728515625,9,1289,,,,
0.01149749755859375,9,1299,,,,
0.07635498046875,9,1309,,,,
0.0094757080078125,9,1319,,,,
0.0110321044921875,9,1329,,,,
0.1259765625,9,1339,,,,
0.0243682861328125,9,1349,,,,
0.0751953125,9,1359,,,,
0.06854248046875,9,1369,,,,
,9,1369,0.25340938568115234,0.9211999773979187,,
,9,1369,,,0.980314314365387,
,10,1370,,,,0.9157000184059143
