train_loss,epoch,step,val_loss,val_acc,train_acc,accuracy
0.63037109375,0,9,,,,
0.398193359375,0,19,,,,
0.2484130859375,0,29,,,,
0.2919921875,0,39,,,,
0.173583984375,0,49,,,,
0.20703125,0,59,,,,
0.13525390625,0,69,,,,
0.216552734375,0,79,,,,
0.19384765625,0,89,,,,
0.144287109375,0,99,,,,
0.119384765625,0,109,,,,
0.1524658203125,0,119,,,,
0.10980224609375,0,129,,,,
,0,136,0.20938125252723694,0.9085999727249146,,
,0,136,,,0.8852857351303101,
0.130615234375,1,139,,,,
0.21044921875,1,149,,,,
0.11492919921875,1,159,,,,
0.06903076171875,1,169,,,,
0.1019287109375,1,179,,,,
0.109619140625,1,189,,,,
0.068115234375,1,199,,,,
0.12841796875,1,209,,,,
0.04779052734375,1,219,,,,
0.0947265625,1,229,,,,
0.4501953125,1,239,,,,
0.148681640625,1,249,,,,
0.262939453125,1,259,,,,
0.120361328125,1,269,,,,
,1,273,0.17482031881809235,0.9308000206947327,,
,1,273,,,0.9512571692466736,
0.04486083984375,2,279,,,,
0.0855712890625,2,289,,,,
0.160888671875,2,299,,,,
0.1575927734375,2,309,,,,
0.235595703125,2,319,,,,
0.039215087890625,2,329,,,,
0.12469482421875,2,339,,,,
0.028076171875,2,349,,,,
0.0640869140625,2,359,,,,
0.1883544921875,2,369,,,,
0.0535888671875,2,379,,,,
0.0941162109375,2,389,,,,
0.047698974609375,2,399,,,,
0.11273193359375,2,409,,,,
,2,410,0.16592499613761902,0.9291999936103821,,
,2,410,,,0.9700571298599243,
0.015960693359375,3,419,,,,
0.0203857421875,3,429,,,,
0.1048583984375,3,439,,,,
0.09112548828125,3,449,,,,
0.015655517578125,3,459,,,,
0.05401611328125,3,469,,,,
0.0252227783203125,3,479,,,,
0.0228729248046875,3,489,,,,
0.0197601318359375,3,499,,,,
0.01239013671875,3,509,,,,
0.00528717041015625,3,519,,,,
0.0185394287109375,3,529,,,,
0.004856109619140625,3,539,,,,
,3,547,0.21281719207763672,0.9348000288009644,,
,3,547,,,0.9832857251167297,
0.0035572052001953125,4,549,,,,
0.0147705078125,4,559,,,,
0.038055419921875,4,569,,,,
0.0208587646484375,4,579,,,,
0.054779052734375,4,589,,,,
0.0124053955078125,4,599,,,,
0.087646484375,4,609,,,,
0.0067596435546875,4,619,,,,
0.01444244384765625,4,629,,,,
0.09454345703125,4,639,,,,
0.00478363037109375,4,649,,,,
0.005680084228515625,4,659,,,,
0.0073699951171875,4,669,,,,
0.0028285980224609375,4,679,,,,
,4,684,0.20251406729221344,0.9330000281333923,,
,4,684,,,0.9888571500778198,
0.08544921875,5,689,,,,
0.02545166015625,5,699,,,,
0.01137542724609375,5,709,,,,
0.004177093505859375,5,719,,,,
0.01409912109375,5,729,,,,
0.0179443359375,5,739,,,,
0.005123138427734375,5,749,,,,
0.005828857421875,5,759,,,,
0.00727081298828125,5,769,,,,
0.00984954833984375,5,779,,,,
0.007106781005859375,5,789,,,,
0.004199981689453125,5,799,,,,
0.08709716796875,5,809,,,,
0.0039005279541015625,5,819,,,,
,5,821,0.21743124723434448,0.9305999875068665,,
,5,821,,,0.9899428486824036,
0.005580902099609375,6,829,,,,
0.00597381591796875,6,839,,,,
0.0223541259765625,6,849,,,,
0.0023746490478515625,6,859,,,,
0.005374908447265625,6,869,,,,
0.0011301040649414062,6,879,,,,
0.0229339599609375,6,889,,,,
0.0025196075439453125,6,899,,,,
0.0011587142944335938,6,909,,,,
0.0025463104248046875,6,919,,,,
0.042724609375,6,929,,,,
0.007152557373046875,6,939,,,,
0.007434844970703125,6,949,,,,
,6,958,0.27390626072883606,0.9279999732971191,,
,6,958,,,0.9939428567886353,
0.07159423828125,7,959,,,,
0.022186279296875,7,969,,,,
0.0269927978515625,7,979,,,,
0.01336669921875,7,989,,,,
0.002468109130859375,7,999,,,,
0.140380859375,7,1009,,,,
0.0024051666259765625,7,1019,,,,
0.054107666015625,7,1029,,,,
0.07806396484375,7,1039,,,,
0.004207611083984375,7,1049,,,,
0.0022640228271484375,7,1059,,,,
0.004730224609375,7,1069,,,,
0.0019311904907226562,7,1079,,,,
0.00060272216796875,7,1089,,,,
,7,1095,0.27032187581062317,0.9283999800682068,,
,7,1095,,,0.9958000183105469,
0.00164031982421875,8,1099,,,,
0.0017976760864257812,8,1109,,,,
0.0025768280029296875,8,1119,,,,
0.140625,8,1129,,,,
0.006824493408203125,8,1139,,,,
0.001171112060546875,8,1149,,,,
0.022064208984375,8,1159,,,,
0.0017414093017578125,8,1169,,,,
0.004302978515625,8,1179,,,,
0.0023403167724609375,8,1189,,,,
0.0022716522216796875,8,1199,,,,
0.020721435546875,8,1209,,,,
0.002803802490234375,8,1219,,,,
0.0192413330078125,8,1229,,,,
,8,1232,0.22902968525886536,0.9355999827384949,,
,8,1232,,,0.9953428506851196,
0.005916595458984375,9,1239,,,,
0.0013017654418945312,9,1249,,,,
0.0014581680297851562,9,1259,,,,
0.0013017654418945312,9,1269,,,,
0.0044708251953125,9,1279,,,,
0.004329681396484375,9,1289,,,,
0.0015468597412109375,9,1299,,,,
0.00127410888671875,9,1309,,,,
0.004894256591796875,9,1319,,,,
0.00144195556640625,9,1329,,,,
0.0028972625732421875,9,1339,,,,
0.0019626617431640625,9,1349,,,,
0.0018014907836914062,9,1359,,,,
0.030670166015625,9,1369,,,,
,9,1369,0.3095046877861023,0.9254000186920166,,
,9,1369,,,0.99528568983078,
,10,1370,,,,0.930899977684021
